simulation_num,N,seconds,word_count,word_list
338,2,0.1767,0,
339,4,0.4916,71,ROM;ORC;POLY;ORLOP;COO;COL;COR;OW;ROOM;POW;POORLY;MOOR;WO;PRO;POO;COY;POX;VROW;CYMOL;CLOP;LOW;WOO;YO;LOO;YOM;POOL;LOP;CROW;OP;PRY;MOO;WOOL;CORY;OY;JOW;CROP;COOL;WOOLY;MOORY;ROOMY;LO;LORY;OR;MOLY;COOP;LOOP;OM;PROM;ROC;LOOM;ROW;LOX;POOR;COLY;CLOY;VROOM;MOC;PROW;MY;COOLY;MYC;MO;JO;MOR;POL;MOL;POLO;COLOR;OX;WOP;MOOL
340,5,0.6055,138,WE;HO;COSY;EL;TOUT;CLEW;TUQUE;MELTON;EM;LOWE;COS;COME;HOTELS;LOWS;NOTE;WELT;SOCLE;HUT;ME;QUELL;OUTLET;TO;SCOW;MOLS;HUH;HON;ET;MEOWS;WOS;ELMS;MELON;SLOE;MOC;COLT;ELL;MO;OUT;OLEO;SOY;COWS;METOL;LOT;SWELLS;CLOYS;MOLLS;SWELL;MEW;COQUET;SOW;OW;ELLS;SO;MOLE;MEWS;COLE;ON;TEL;YO;WELLS;YOM;OY;SLOW;OE;MOWS;HOLM;MOW;YOW;TOLE;CLOY;MEL;HOLE;MOLL;MOL;CLOQUE;HOT;CLEWS;TON;UT;WELL;QUELLS;MELLS;MELS;TEW;COWY;MET;TEWS;MEOW;TELCOS;MOS;ELM;COY;MOCS;YOWE;LOW;TELS;WET;OWE;TELOS;ELS;LEU;HOTEL;MELT;OM;TELLS;SOME;LOUT;OH;COL;COYS;COMTE;TELCO;WO;COLS;COW;SLEW;NOT;MELL;QUOTE;HOLT;MOLT;OLEOS;TOLU;NOH;TELL;WOE;LO;OS;SOL;TULE;YOWS;OLE;NO;UH;SOLE;COMET;LET;HUE;SOM
341,3,0.1945,3,BET;BE;ET
342,3,0.2479,14,ICY;ICK;HIC;IN;KHI;ZIN;HICK;HIN;KIN;HI;KI;KICK;YIN;NICK
343,5,0.5747,117,JUJU;REM;ETHYL;HER;LUTE;DULY;SHY;OILS;EM;UTERI;ETHS;SLUT;MI;XU;IS;HUT;ME;ISM;METHYLS;TUX;JUT;ET;LYRE;DUTY;JILTER;HET;METHYL;JILT;THIOLS;RE;DOL;THIOL;HEY;OILY;OIL;JOLT;HIRE;HETHS;THIS;SILTY;HILT;SH;TYER;EMIR;JUTE;JOLTY;IRE;METHS;LUX;HIM;THIO;YET;MYTHS;THY;JOLTER;HE;METH;DOILY;MY;MIRE;HYTE;JO;HERM;SILT;UT;MET;HI;HIS;LYE;HETH;JISM;DUH;ETHYLS;ER;HEIR;SHYER;YEH;RIME;LIS;LI;SILO;EH;UDO;REI;RET;MYTH;XI;TYE;SLYER;MIRY;DO;YE;DOLT;SLY;ETH;UTE;TYRE;SLOJD;OD;LOUD;SHILY;OUD;LO;JET;RYE;HM;TERM;OI;SI;UH;HIE;RIM;DOLS;HEM;JUDO;MIR;DUO
344,4,0.4225,58,MIRY;MILO;DO;MILS;BRIO;OW;WOG;SLIMY;VIM;SLY;BI;HI;DOW;WO;OILS;JIB;LOG;OD;VOW;MI;LOW;MIL;VIOLS;VIG;GOD;RIMY;VIOL;OWL;OWLS;LO;LI;SLOW;RIMS;VIMS;DOG;BIO;JIG;OI;MIB;SLOG;RIB;BRIM;BY;LIB;RIM;DOILY;MY;DOLS;LIMY;DOL;BRIMS;GOWD;SLIM;GO;MIR;BIOG;OILY;OIL
345,3,0.2349,22,HAST;AH;TA;AT;KAS;SKAT;HA;KA;SAT;SKA;HAT;ASK;TAS;KAT;SAX;TAX;AX;AS;TASK;HAS;TSK;KHAT
346,2,0.1876,0,
347,4,0.3437,50,FRILL;FIL;FILL;BI;HI;HILL;PILL;GRIM;RIP;MI;RIF;GILL;ILL;FIB;MIG;IMP;FLIR;RIG;GIP;GIMP;LI;HIM;GIB;LIP;PIG;MIB;GLIB;GRIP;BIG;PI;IF;BRIG;RIB;BRIM;FRIG;RILL;LIMP;MILL;GLIM;LIB;FIG;RIM;FIR;BILL;BRILL;GRILL;FLIP;HIP;MIR;MIL
348,2,0.2099,3,KOR;OR;ROOK
349,4,0.319,33,PAVE;UP;AVE;PEAL;UVEAL;FA;BALK;PE;UVEA;AL;AB;BAL;LAVE;VEAL;PEA;LAB;VAV;LA;LAV;FAVE;BLAE;BAP;VALVE;LAP;APT;PA;BA;PAL;ALB;ALP;AE;FAB;ALT
350,2,0.184,0,
351,5,0.5839,80,AM;TA;PE;PAY;EM;PIKE;KEPT;KEPI;XU;TAU;ME;RAMP;PIT;TIE;AVO;TIP;KIT;JUKE;MEM;PRAM;AY;MM;PAT;ARM;AMP;MAP;IT;TAPE;KEP;PITA;YA;PIA;VAT;PIU;PAR;PYX;UKE;PAIK;APE;RAY;AI;KIP;PAM;MARA;RYA;COZ;PIE;RAM;PARA;PA;AUK;MA;TIKE;MAR;KI;TAV;ARAME;ZOUK;VIA;AT;RAP;KIVA;KEMP;TAP;YAP;PAP;VITA;PRY;VAU;VIE;AIT;PI;APT;AR;PYA;YAR;PAPA;OVA;PRAY;TI
352,2,0.1961,13,AM;AE;PE;PEA;PAM;AMP;EM;ME;MAE;APE;MA;PA;MAP
353,4,0.3394,22,YAYS;AY;VIVA;BAY;YAY;AB;IT;DIT;VID;YA;VAV;TIC;JIVY;BAYS;ICY;VIVID;AYS;BA;IVY;ID;CIVIC;TI
354,4,0.3439,46,JAW;ZA;DO;AWA;AG;AVA;WAD;AB;OD;AD;GAD;GAB;WAG;WAB;WAP;VAGI;DAW;PAGOD;GOD;JAG;ZAG;JAVA;JAB;BAG;BAP;VAW;AW;AGO;DOG;OI;ZAP;PAW;GAP;BA;PA;DIG;DAG;ZOA;ID;AGIO;GAWP;GO;GID;BAWD;AZO;GOA
355,2,0.1966,4,WE;BI;BE;WEB
356,3,0.2539,16,WAX;CRY;WAIR;AI;QI;AIRY;AW;AX;CAW;AIR;WIRY;BI;CRIB;XI;RIB;RIA
357,2,0.1986,8,SET;EMS;STEM;ET;ES;MET;ME;EM
358,4,0.3931,33,HAZY;HAY;ZA;YAH;AY;AI;AH;WAVY;YAW;CAVY;BI;BIZ;WICCA;WAY;HAWK;HA;CAW;TWIG;ZIG;YA;WIG;ICY;VAW;GIB;AW;CIG;BIG;WIZ;CAY;UH;TWA;HAW;VAC
359,2,0.1825,1,BY
360,3,0.1974,1,HM
361,5,0.4059,65,REM;UP;SNIVEL;EL;PIN;MELS;INNS;BINS;LEV;BI;SNIP;VIRL;BRIN;BIRLS;EM;JIB;RIP;PIRN;ELM;ER;BIRL;XU;PIRNS;PIX;ME;BIRLE;JINS;BIN;RIVER;INN;REV;REVS;PIXY;QI;JINNS;JIBB;ELS;PI;JIVER;RIB;JINN;NIX;PIU;RIN;LEVINS;PINS;RIVE;SNIB;MEL;LEVIN;VIRLS;SRI;IN;RE;RINS;INS;JIN;JIVE;BIRLER;NIP;NIXY;BRINS;YUP;XI;NIB
362,5,0.4975,105,GUM;NUTS;SCUM;SAC;UM;ASCUS;SNUFF;CWM;UN;US;TUN;WYN;MUNS;GUMS;MUN;TSK;MUTS;ZA;TUSK;FUGS;KAF;TUNS;NUTSY;CWMS;FUG;SCUTS;FUN;MUS;MUMS;CUM;AFF;STUFF;CUFF;CUSK;GUNKY;UNS;TUG;MY;STUMS;GUTS;FUNK;MUGS;UT;MUG;KAS;GUNKS;GUSTY;STY;FUNS;KA;CAFF;SCUFF;UTS;STUN;SNUG;CUT;WYNS;NUS;MU;AS;CUTS;GUT;MUSK;FUNKY;FUSTY;SUNK;MUT;MUSKY;MUM;MUFF;SKY;SUN;GUN;SUMS;GUNK;SMUTS;FA;MUST;NU;FUMY;STUM;TUFAS;KAFS;ZAS;NUT;GUST;GUTSY;SCUMS;STUFFY;CYST;SMUG;SCUT;STUNK;SMUT;SUM;TUFA;HM;GUNS;MUSTY;FUNKS;GUFF;TUFF;FAS;SNUFFY;TUGS
363,2,0.1829,0,
364,4,0.4275,73,WE;KEF;ETA;FETA;FET;YE;ATE;TEW;FA;FEY;FATE;KEA;TA;KAF;AT;FAT;GEY;AA;FE;TEAK;KAB;AB;ABATE;WEAK;TEG;WYTE;TAW;WAB;YEW;BATE;KA;FEAT;WAT;WET;JETE;WAKE;TAKE;EKE;KEG;EF;BAKE;WAE;BAT;AWE;TWEAK;FAKEY;JET;KAE;AW;ET;YET;FETE;WYE;KAT;BAA;BA;GETA;FEW;JEW;GET;TEA;ABA;WEKA;FAKE;AE;EAT;YEA;FAB;VET;TAE;TAB;KEY;TYE
365,2,0.2021,14,AL;SAY;AY;ALS;SAL;LAY;SLAY;SLY;LAS;AYS;AS;LAYS;YA;LA
366,4,0.2903,33,FIL;ILIA;AI;ALIF;GLIA;FLAG;AG;MIFF;AL;MI;GLIFF;AIM;LA;FLAX;LI;AX;IFFY;IFF;AIL;FILMY;LAX;GAL;GLIM;FILM;MY;MILIA;LIMY;LAG;MIFFY;FLAXY;IF;MIL;FILA
367,2,0.188,7,XU;EMU;MU;UM;ME;EM;EX
368,3,0.2391,9,RID;LI;HID;QI;VID;ID;LID;HI;HILI
369,5,1.0749,180,REM;ORC;HEME;OMELET;HER;EL;OMER;FAVA;COFFLE;EM;FRET;COS;AA;POT;LEE;LEZ;ME;TO;EF;TELOME;EROS;ET;MELEE;REE;ES;AVO;EME;COFF;TOR;SOTH;HET;THE;ZEE;RE;MO;EFFS;ZERO;FOP;ORT;TEEM;TOFF;EEL;MELTER;LETHE;COP;THEME;REHEEL;SO;MOLE;ZEROS;HERO;TEL;FLEER;MOLTER;ORE;CREME;COFFRET;OFFS;TROP;CORE;FORT;SEA;REMELT;COFFS;OFF;AFF;MEET;ROC;FLEET;SPORE;COTE;TEEL;HE;HEEL;METH;SOREL;MEL;CROC;MOL;COPS;TREE;OTHER;POSE;FRO;MERC;FREE;SPOT;COR;HEELER;OAF;EFF;MET;METRO;ZEROTH;FORTH;POTHER;AVA;ELM;FORE;TORC;MERL;ER;TOPS;COPSE;MERLE;EFS;OP;OSE;TORE;REHEM;SORE;HELM;HERL;TELE;SOFA;MOA;FES;ELF;MELT;OM;TEE;THEM;EH;OPS;FOR;METROS;RET;VOMER;AE;SOT;VOLT;SPORT;PORE;THEE;VOLTE;POTZER;LEER;SOP;HERTZ;OF;FA;ROTE;FOPS;LOAF;ETH;HELO;ROSE;FE;MOLTO;FROTH;FORTE;TOFFS;HEROS;MOLT;CROP;AFORE;LO;PORT;REEL;OS;SORT;LEET;OR;EFFORT;OLE;ROT;HELMET;FLEE;CROPS;ROTL;TOP;VOLE;COT;CORF;HEM;OVA;LET;ORLE;CREEL;EROSE
370,5,0.5421,126,HIDE;EDIT;TEG;DIT;KHI;TED;IS;HETS;GIE;OBIT;GIT;BIDE;DIETS;DISH;TIE;ET;SITE;DIET;SHED;SOB;HET;BO;TIS;TIDE;IF;HISTED;DIBS;GIBS;SH;BIS;SHE;SO;BIT;KIBOSH;GHIS;EDIFY;IT;OBI;DIFS;BITS;FIT;SHIED;DIB;GIB;OBITS;GIED;EDITS;BIGLY;BOSH;BIO;BIG;KIBOSHED;FISTED;HIT;HE;FIE;FIG;MY;KHIS;HEIST;BI;KHET;HI;HIS;BIDET;JIB;DIS;BOBS;DIE;STIED;FIB;BID;HID;OBIS;DITS;BIOS;GITS;SIB;EH;DIG;MYC;GID;KI;HIED;TIED;GETS;FISH;SHIT;SIGH;EGIS;BOB;FIBS;SIDE;DEIST;GHI;KHETS;GED;DITE;DIF;DEIFY;HITS;BIDETS;BOS;OS;DE;HM;GIST;FID;OI;GITE;HIST;FISHED;ED;ITS;FIST;SI;BITE;HIE;FITS;IFS;GET;SIGHED;ID;SIT;SITED;TI
371,3,0.2048,2,DRY;MY
372,3,0.2743,41,HO;GODS;DO;OH;HOGS;GOS;SHOD;OF;FOGS;GOSH;DOC;SH;OHS;SO;COS;FOH;COSH;OD;DOS;COG;SOD;IS;SHOGI;GOD;ODS;CODS;HOD;OS;DOGS;HOG;DOG;OI;SI;HOS;SHOG;SHH;HODS;COD;FOG;COGS;GO
373,4,0.4244,73,AMU;WAIL;AM;UT;QUAIL;AI;AN;AWA;PIAN;TA;UM;AT;PAM;MAX;AQUA;PICA;PIC;MAP;ATMA;NAPA;NAM;PAWL;CAN;WAX;APIAN;NAP;TAW;XU;CAW;WAP;NA;TAU;QUAI;WAT;PIA;MAT;PAIL;CAM;TUX;LI;LIP;AW;LIPA;UTA;MAN;AX;TAX;MU;PAW;AIL;QUA;AMA;MAUT;PI;MAIL;QUIP;PA;MA;PIU;AWL;WAN;TAM;MAW;MUT;ATMAN;NAW;PAN;CAP;NAIL;MAQUI;PAC;TUI;MAC
374,2,0.2,6,EL;YE;YULE;LEY;LEU;LYE
375,5,0.3303,31,FONT;HO;TOFT;THO;AVE;OH;OF;NTH;HI;FOH;ON;NOT;FON;MI;OFT;LOFT;TO;VAV;NOH;LO;HIM;HON;HM;HOLM;FOHN;NO;AE;HOT;LOTH;TON;LOT
376,2,0.193,5,AI;AX;OI;XI;OX
377,5,0.5816,129,YEAH;YAH;AH;SHA;GASH;SAC;GAE;PE;EM;AG;VACS;SIP;ASP;AGHAS;IS;AGAS;PEG;ME;MEG;EYAS;PSI;PEA;SHAY;ICY;VAW;PIXY;SAGA;GAP;YAG;AGAPEIC;PEAG;AGA;HASP;ZIP;ZIPS;AGE;IF;SHAG;HAY;AY;SH;SAGE;WAG;SCAG;HA;ASPS;GASPS;GAPE;KEP;YA;YEAHS;PIS;XIS;AX;PAGE;CAY;FIE;HASPS;WAGE;AYE;KEAS;YEAS;PAH;HAE;APE;AXIS;PEP;SAE;GEM;KEA;HAP;GEY;AVA;SAVAGE;SAY;WAP;PIX;MEGA;GAY;YEP;AGHA;CAGEY;SAG;WHA;CAGY;AS;PA;AVGAS;SHH;HAS;AE;KIF;YEA;SIPS;KI;XI;HAW;KEY;VAC;GASP;VAS;SAGY;YE;APP;ASH;KEMP;CASH;CAGE;GAS;AHS;HASH;SACS;KEG;HAG;AW;SAX;PAW;PI;SI;SIX;PEAS;IFS;PISH;HAEM;AGAPE;KIFS;WHAP;KYE;FYKE
378,2,0.1879,1,BY
379,2,0.1832,0,
380,3,0.196,0,
381,2,0.2012,13,EGOS;OS;OE;GOS;SEGO;EGO;ES;SEG;GO;OSE;SO;GOES;OES
382,5,0.5976,93,AM;JUPE;MAIZE;SABE;PEAKS;ZEP;MAZY;GAE;UM;PE;AG;BAIZE;IAMB;BAS;PEAK;ABS;PEA;BAIZA;US;BAG;MABE;PYE;ABA;ZEE;BAMS;BAIZAS;AMU;ZA;EASY;SMAZE;GAB;SAKI;MUS;MASS;LUM;GUSSY;JEU;BA;BE;BABE;SKIEY;YEAS;JEE;SAE;BAM;AI;KIBE;BI;BIZ;SKI;LUMAS;KAS;BASSY;MAS;KA;SKA;BEEP;IAMBS;YEP;MU;MAE;AS;MA;ASS;MUSK;PEE;BEE;AE;YEA;KI;MAZE;MUSKIE;BASS;UP;BIAS;SKAS;YE;MASSY;ABAS;SLUM;KAB;AB;ZAS;LUMS;LUMA;SUM;SAB;KAE;BIZE;KABS;PEAS;AMUS;BABA
383,4,0.49,74,AM;DO;GOS;WOG;DOM;OF;SOW;OW;DOW;GOAS;WO;MOS;SO;DIMS;DOWS;OD;MOAS;VOW;DOS;DOGMAS;DIF;MI;SOD;SMOG;MOW;MAS;AMID;MIG;GOD;FOGY;AMIGO;WIG;SWIG;OS;OMS;SWIM;DOG;MOG;DOMS;WOS;OI;SOMA;FID;VOWS;DOGMA;FOGDOG;IF;AS;MOA;OM;MA;AMIGOS;MOWS;FIG;DIG;FIDOS;GID;MO;ID;AMIDO;GOWD;MOD;VOID;DOGY;GO;SODOM;SOM;FOG;FIDO;AMI;MID;DIM;MODI;GOA
384,4,0.2789,29,EL;YE;BEY;FEY;BI;FE;TIL;FELT;IT;EF;LIT;LEI;VIBE;LI;QI;VIE;FLEY;BEL;ELF;RIB;BE;BYE;BELT;BY;TILE;LEY;FLIT;TI;RIEL
385,5,0.4017,36,AM;UP;BOB;ROBE;ORB;AMP;ROB;PAM;EM;BOX;OBE;MAP;APO;BEMA;ME;OP;TO;BRO;OR;EBB;OE;AMBO;ROT;PA;BE;MA;TOR;OBOE;BORT;BO;BOT;UPO;GO;ORT;OX;GOA
386,5,0.3131,42,NET;SNED;NE;TRESS;SH;ESS;ETH;REDS;SER;TEN;EN;ENS;EDH;ER;EDS;TED;SNEDS;TERNS;ERS;TENS;RES;TRES;RED;DE;ET;ES;ERN;SERS;DRESS;NESS;DEN;ED;TEDS;SET;RE;NERDS;DENS;RET;ERNS;SEN;TERN;NERD
387,5,0.814,195,WE;HO;JOWL;COO;JOEY;CON;MEN;POMES;COONS;COMMONS;EM;NOMES;COS;COSET;COMMENT;COME;COMMON;LOWS;WOO;ME;SEW;POCOSEN;SCOW;HOMOS;HON;ET;MEOWS;MHO;PHONS;WOS;COOS;MOON;COOP;ES;MOC;POH;LOX;SET;MOOSE;SWOON;MO;YES;CONS;COOEY;COWS;OOMPH;NET;WEN;COMPO;MEW;NOMS;NOME;OW;MM;SOW;NE;COMTES;COP;SENT;NEW;WOLF;POOS;NOM;SO;MEWS;HOMO;ON;SCOP;MOOS;OWSEN;POM;JOWS;COMMY;WENT;HOMES;POMMY;SWOONS;NOMOS;OE;MOWS;MON;MOW;YET;MOMENT;SMEW;COON;MY;JO;FLOW;SEN;OES;YEWS;TEW;SWOOP;MET;TEWS;MEOW;MOS;PHON;TEN;POO;MOM;HOME;NEOCONS;EN;COSEY;JOES;MOCS;COMOSE;LOW;OP;OSE;WET;MOONS;EMMY;JOW;HOP;OMS;JOHN;SEWN;SOON;MOJOS;OMEN;OM;MONS;MOP;JOE;LOWSE;NEOCON;NOO;WOMEN;NOMEN;JOCOSE;POMOS;POCO;SOME;HOMY;NEWS;HOOEY;TYE;ETYMON;PONS;OH;YE;JOHNS;PHOOEY;COMTE;OWSE;COWL;WO;EMYD;POMS;YEN;NEWT;DYE;COW;MOJOES;WOES;HOMMOS;COMES;YEW;MOO;NOH;WOE;ONS;OWL;OHM;LO;HMM;POME;OS;NOOSE;HM;ETYMONS;MOMES;MOSEY;POMO;OOH;NO;HONS;FLOWS;JOMON;DYES;MOME;EMS;COMET;SCOWL;HOMEY;MOMS;SOM;COMP;SCOOP;TYES;OX;MOJO
388,5,0.6833,143,LEX;WE;AM;EL;WOG;CLEW;GAE;GAM;WED;MAX;EM;AG;COS;EXAM;SWAG;CWM;MI;WAX;ME;MEDIC;EF;DELF;BAG;MELIC;MIX;AXED;QI;WOS;LID;MAGUEY;MAW;ILEX;GUY;GAME;IF;COWS;ZA;MEW;SOW;OW;SO;EX;MAWS;FILMED;EDIFY;COG;AGUE;FED;WAG;GAB;FILE;DEFY;IDEA;DEF;LIFE;DELI;AXE;AGO;AX;BA;AXEL;LEAGUE;MIXED;MEL;MELD;FLED;SWAM;WAE;OGAM;AZO;DEX;DEFI;FIL;BAM;MAXIM;BI;YUGA;FLEA;ELM;MAG;LEA;WIELD;WAW;FLEX;COZ;LEI;LI;MAE;ELF;FEW;DEW;MA;CUE;MEWL;ILEA;AE;GAMED;XI;LEWD;YE;FELID;GOS;WELD;WAXED;WAWS;WO;FE;WAME;AB;COW;IDLE;IDEM;DIF;WAB;YEW;LWEI;FEM;FLEAM;MED;ZAG;ZAX;ELD;OS;GAED;DE;DEL;BIELD;AW;CLEF;MIB;FID;WYE;FILED;LED;ED;FLIC;FLEW;FILM;SWAB;MAXI;ID;GO;MAXED
389,2,0.1892,0,
390,4,0.4327,77,AM;MAIDS;MIDS;MI;MADS;LIDS;LIED;ES;DEVS;LID;MAD;DEV;AIDES;VEIL;DEIL;MAIM;DAM;CADI;MM;AMIDE;MIC;AID;MICA;IDEA;LICH;SEA;SEI;ACMIC;AIDE;MID;ICH;DIES;AI;MAES;AD;ADS;DIE;AMIE;MADE;AMIDES;CAIDS;ACIDS;CAD;LI;CADMIC;MAE;MA;ACID;LIE;AE;IDS;MIL;DIM;CAID;CADES;MAID;MIM;CADE;AMIES;EDS;AIM;AMID;IDES;CAM;DE;AMIDS;AIL;CADS;MAIL;ED;SEAM;AIDS;LIES;ID;AMI;LIMA;MAC
391,3,0.2362,22,ROM;ATOM;ZA;AN;TA;AT;TOM;TAN;NA;MOT;TO;OR;ORT;ROTA;ROT;OM;TOR;MO;MOR;MORT;ANT;AZO
392,2,0.182,0,
393,3,0.225,14,YA;YAP;AY;CAP;PAC;AYS;PACS;PA;PACY;PAY;CAYS;PAYS;PYA;CAY
394,3,0.2823,29,PAVE;UP;AVE;EL;PUP;APPEL;APP;LEVA;LEV;PE;FLEA;FE;LEA;UPLEAP;PAX;PAP;PEA;LEAP;EF;AX;PA;ELF;APPLE;AE;PLEA;PELF;PUPAE;PUPA;APE
395,2,0.2011,9,WITE;WE;IT;TIE;ET;TEW;WIT;WET;TI
396,4,0.4429,90,LUV;LUMPENS;EL;MEN;PLUME;LEV;UM;LUMP;MUMP;PE;EM;LUMPS;ME;UMPS;VUM;YEPS;LENDS;LUMENS;VELUM;SPEC;FLUMPS;MULE;KELPS;CEPS;EMU;FLECKY;PENDS;KELP;MEND;MM;NE;CLUMPS;KENS;PLUM;MENDS;KEP;VENDS;LUM;ENDS;PEN;UMP;MEL;PECKY;SPEND;CEL;FLU;VEND;EN;ELM;UMM;LUMEN;FUME;LENS;PENS;SPECK;NECK;MULEY;CEP;END;YEP;PECK;MU;ELF;PEC;FLUMP;PEND;LEY;PELF;MUM;KEY;LEND;YE;SNECK;KEMP;YEN;ENS;YELPS;CLUMP;LUMPEN;LEK;KEN;MUMPS;FLEY;YELP;KEMPS;FLUME;KEPS;FLECK;KYE;YENS
397,4,0.4259,90,FAG;PARER;AM;ARF;ERA;GAM;PE;FLAG;AG;BARF;BARE;PEG;REP;LAB;AGER;BAG;RAG;GAP;BAR;PAL;RE;AGE;PRAM;ALB;REG;ZA;FRAP;PERV;PERT;MAP;AL;GAB;MAGE;GAPE;GAPER;PER;PAGE;LAP;ZAP;BA;FARE;MARE;GAL;PAR;BLAM;BLARE;ZARF;GAR;FAB;APE;FLAB;RAPER;BAM;PAM;ARE;RAPE;MAG;ER;BAL;PARE;FLAP;FAR;FRAG;RAM;BAP;LAR;PA;REGAL;MA;MAR;PALM;LAG;APER;BARER;FARER;LAGER;FA;RAP;EGAL;AB;RAGE;LA;ZAG;LAM;ERG;PAGER;AR;BALM;FLARE;FLAM
398,4,0.3447,41,WE;DO;YE;WOG;OW;OF;POW;DOW;DOPY;WO;JOG;OD;FOE;YOWE;YEW;YO;POD;GOD;OP;YOD;WOE;OY;JOW;OWE;OE;DOG;OI;WYE;IF;GOY;YOW;PYE;JOY;FOY;JO;KIF;FOG;GO;KI;FOP;WOP
399,2,0.1981,9,OE;AGO;EGO;AGE;AE;GAE;GO;AG;GOA
400,5,0.5044,85,GUYS;WE;KEF;MEN;EL;OMENS;LEV;OLEA;EM;FEN;UN;ME;EF;KNEW;GUY;SYN;MO;CLEOME;SOY;SOLVE;SYNE;GYM;WEN;CLOYS;MEW;LEVO;NE;NEW;KENS;SO;MOLE;ENG;YO;YOM;KUE;OY;FENS;OE;UNS;SMEW;FEMS;CLOY;MY;GYMS;CLOVE;GNU;MOL;UKE;MOS;EN;LEA;WENS;SNUG;OMS;MOA;OMEN;FEW;OM;FEU;AE;SOME;NEUK;GUN;VOE;GUNK;NU;UNMEW;FE;ENS;MOVE;BYS;FEM;LO;OS;SOL;KEN;GUNS;MENU;OLE;LOVE;BY;VOLE;SOLE;EMS;SOM
401,2,0.185,5,WOW;OW;JO;WO;JOW
402,4,0.2818,17,LUX;TEL;KELP;JET;EL;LEZ;LEK;ET;XU;ZEK;ELK;LET;ETH;BUHL;KELT;UH;HUB
403,5,0.4969,75,URB;NOIR;JOB;DO;DOUR;BRIO;DUO;OF;NU;JOG;FUR;BOG;DOUX;LOG;FOU;NOM;DUI;OD;ON;LOUD;BUD;UN;MI;DIM;XU;FLOUR;FUD;BRUX;GLOB;GOD;DUB;OUD;GOB;IDOL;MO;MONK;RID;LO;MIX;FUB;QI;DOG;MON;RUB;OI;RUBY;XI;GOLF;OUR;BRIM;NO;OM;BY;DURION;RIM;UDO;BO;BOD;DOL;JUDO;JO;ID;BUR;OX;FOUR;FOG;FUJI;GO;FOB;FLOG;ION;MID;MIR;LOUR;LOB
404,5,0.9248,150,LUGS;GUM;AM;LUG;KOI;MINIMA;MILIUM;UM;EM;TIL;MI;UN;IS;LIMES;GLIME;KIR;ME;MEG;US;KIRN;GIG;MEGS;QI;LIMN;ES;LUGES;RIGS;WIZ;RIN;MIME;KIT;GLIM;LIN;IN;MUN;EMU;MINIM;GLUE;MAUN;OIL;ZIGS;AMU;AMIN;OW;SEMI;EMIR;MIRI;KILIM;IT;GLUES;AMUSE;MUS;WOK;ZIG;WIG;SWIG;GIGUES;LUM;SEA;MUNI;WISE;UNIT;LIRI;LIME;GIGS;RIMES;GIRN;EAU;USE;MUGS;NIL;UNRIG;GIRT;AEGIS;GEM;MUG;KOIS;GIN;TIN;MUSE;MAES;IGLUS;GLUM;SIGLUM;MIG;RIG;RIME;LIT;LIS;LI;GUL;NUS;MU;MAE;MA;MAUL;ILIUM;GLIMES;MIRIN;WIS;AE;KIS;KI;TRIM;MINI;MIL;SUE;SUN;GUN;LUGE;TRIGS;EGIS;GLUMES;LINUM;NU;OWSE;KIN;WO;MIM;GIGUE;GLUME;SIGIL;LIMIT;LUMA;SEG;NIT;MIGS;SUM;TRIG;MINUS;MIMES;OI;GEUM;IGLU;MINIUM;SI;LUES;EMUS;RIM;AMUS;SEAM;WIGS;NIM;UNRIGS;AMI;AMIR;TI;LIMA;MIR;NITRIL
405,4,0.4577,65,IMIDE;WE;DEX;WIMP;MEW;DIME;BI;WED;MIM;EM;EX;IMPI;COY;IDEM;MI;CYME;COB;DIM;OBI;YO;YOM;PIX;DIE;ME;BID;MED;IMP;MIDI;OY;BIDE;DIB;WIMPY;YID;MIX;DE;WIDE;YOMIM;MIB;PI;ED;OM;DEW;MOC;IMID;BOY;MIME;BY;MIXED;DIP;COMIX;MY;BO;MYC;COMB;MO;MOB;PIXIE;ID;BIDI;MID;MIMED;COMP;DEMY;XI;YOB
406,5,0.5986,84,LUV;ZEP;PE;KLUTZ;TIL;POURER;LURE;UN;XU;PURER;REP;JEEZ;NOR;TUX;CUP;REE;KIT;JEEP;ZEE;RE;POUR;OX;NURL;ZERO;REPOUR;TUI;ERVIL;PUR;PERV;ON;IT;POX;ORE;PUN;KILN;LUX;PER;OE;LITU;CURER;JEE;ROPER;UT;PUREE;CUR;NOPE;ER;PURL;OP;LIT;LI;CURL;ERN;LURER;JEON;PEE;ROUP;LIVRE;KI;PURE;ROUX;RUN;PORE;UP;REPO;NU;LUTZ;OPE;CURE;KURU;ROE;RUT;JEER;EON;PEER;OR;ILK;OUR;NO;RERUN;JUN;PEON;TI;ROPE
407,2,0.194,6,EL;EF;BEL;ELF;BE;FE
408,4,0.3256,35,WAIL;AY;AI;YAW;BI;VIA;WAY;WAX;BUD;XU;AID;VID;WILD;BILK;WAXY;BID;DUB;YA;DIB;YID;LI;KID;AW;AX;LID;AIL;ILK;BUY;AWL;BY;LIB;IVY;ID;KI;YAWL
409,3,0.1928,5,IT;QI;IF;TI;FIT
410,2,0.1837,0,
411,2,0.1899,4,AB;WAB;AW;BA
412,2,0.1864,2,EL;LEV
